1362803323.942154,0
1362803323.956750,0
1362803323.972322,0
1362803323.987240,0
1362803324.002677,0
1362803324.017632,0
1362803324.033312,0
1362803324.047344,0
1362803324.062451,0
1362803324.077364,0
1362803324.092044,0
1362803324.108230,0
1362803324.122724,0
1362803324.137297,0
1362803324.153562,0
1362803324.167644,0
1362803324.182805,0
1362803324.196928,0
1362803324.212476,0
1362803324.228419,0
1362803324.243204,0
1362803324.258233,0
1362803324.273302,0
1362803324.287876,0
1362803324.302324,0
1362803324.317575,0
1362803324.333026,0
1362803324.347875,0
1362803324.362581,0
1362803324.377309,0
1362803324.394346,0
1362803324.409421,0
1362803324.423474,0
1362803324.437782,0
1362803324.453104,0
1362803324.467921,0
1362803324.481837,0
1362803324.496828,0
1362803324.510935,0
1362803324.524962,0
1362803324.539094,0
1362803324.552873,0
1362803324.567371,0
1362803324.582888,0
1362803324.597218,0
1362803324.611416,0
1362803324.625489,0
1362803324.639600,0
1362803324.655309,0
1362803324.669675,0
1362803324.684847,0
1362803324.699524,0
1362803324.713726,0
1362803324.729075,0
1362803324.743391,0
1362803324.757560,0
1362803324.772610,0
1362803324.787533,0
1362803324.802613,0
1362803324.817512,0
1362803324.831992,0
1362803324.845963,0
1362803324.860152,0
1362803324.875366,0
1362803324.890123,0
1362803324.904015,0
1362803324.918954,0
1362803324.933233,0
1362803324.948491,0
1362803324.962650,0
1362803324.977930,0
1362803324.993534,0
1362803325.007552,0
1362803325.022117,0
1362803325.036071,0
1362803325.053534,0
1362803325.067850,0
1362803325.085804,0
1362803325.100176,0
1362803325.114586,0
1362803325.129853,0
1362803325.143941,0
1362803325.158747,0
1362803325.173849,0
1362803325.188128,0
1362803325.202635,0
1362803325.216919,0
1362803325.232164,0
1362803325.246096,0
1362803325.260866,0
1362803325.275532,0
1362803325.289886,0
1362803325.304797,0
1362803325.325855,0
1362803325.341939,0
1362803325.357092,0
1362803325.372125,0
1362803325.388743,0
1362803325.403666,0
1362803325.417776,0
1362803325.434133,0
1362803325.449073,0
1362803325.463587,0
1362803325.478086,0
1362803325.492968,0
1362803325.507141,0
1362803325.522728,0
1362803325.538031,0
1362803325.553889,0
1362803325.568380,0
1362803325.582640,0
1362803325.600384,0
1362803325.614379,0
1362803325.629574,0
1362803325.643770,0
1362803325.659050,0
1362803325.674705,0
